epoch,accuracy,ce_loss,gamma_embed_weight,kd_embed,kd_logits,loss,val_accuracy,val_ce_loss,val_gamma_embed_weight,val_kd_embed,val_kd_logits,val_loss
1,0.5328158140182495,0.0,0.02000025473535061,0.00682966411113739,0.0,0.000136593371280469,0.7099359035491943,0.0,0.01999998465180397,0.004581737797707319,0.0,9.16348144528456e-05
2,0.819362998008728,0.0,0.04000050947070122,0.003306193742901087,0.0,0.00013224770373199135,0.8240184187889099,0.0,0.03999996930360794,0.002646635053679347,0.0,0.00010586544522084296
3,0.8629730939865112,0.0,0.06000049039721489,0.0024812743067741394,0.0,0.00014887654106132686,0.8056890964508057,0.0,0.06000007688999176,0.002584810834378004,0.0,0.00015508865180891007
4,0.8782982230186462,0.0,0.08000101894140244,0.0021202934440225363,0.0,0.00016962330846581608,0.8544671535491943,0.0,0.07999993860721588,0.0019524770323187113,0.0,0.00015619823534507304
5,0.8867937326431274,0.0,0.0999990850687027,0.001918511581607163,0.0,0.00019185109704267234,0.8596754670143127,0.0,0.10000026226043701,0.0018302714452147484,0.0,0.0001830271357903257
6,0.8922574520111084,0.0,0.12000098079442978,0.0017885626293718815,0.0,0.00021462765289470553,0.8474559187889099,0.0,0.12000015377998352,0.001912854379042983,0.0,0.0002295426238561049
7,0.889025866985321,0.0,0.13999949395656586,0.0017001476371660829,0.0,0.0002380206569796428,0.8297275900840759,0.0,0.13999967277050018,0.0021179092582315207,0.0,0.0002965074381791055
8,0.8937233686447144,0.0,0.16000203788280487,0.0016209639143198729,0.0,0.0002593545650597662,0.8560696840286255,0.0,0.15999987721443176,0.0018399051623418927,0.0,0.00029438469209708273
9,0.8979544043540955,0.0,0.17999842762947083,0.0015528688672930002,0.0,0.0002795164764393121,0.860276460647583,0.0,0.18000024557113647,0.0017555338563397527,0.0,0.00031599585781805217
10,0.8972548246383667,0.0,0.1999981701374054,0.0015137349255383015,0.0,0.00030274709570221603,0.8444511294364929,0.0,0.20000052452087402,0.001863105921074748,0.0,0.00037262143450789154
11,0.8983542323112488,0.0,0.2200009822845459,0.001472392352297902,0.0,0.00032392595312558115,0.8334335088729858,0.0,0.2200005054473877,0.002001473680138588,0.0,0.00044032433652319014
12,0.8994203209877014,0.0,0.24000196158885956,0.0014375826576724648,0.0,0.00034502011840231717,0.8599759340286255,0.0,0.24000030755996704,0.0017679098527878523,0.0,0.00042429848690517247
13,0.9001865386962891,0.0,0.25999775528907776,0.0014110023621469736,0.0,0.00036686076782643795,0.8500601053237915,0.0,0.2599998712539673,0.001904659322462976,0.0,0.000495211046654731
14,0.904350996017456,0.0,0.2799989879131317,0.0013716778485104442,0.0,0.00038407000829465687,0.8638821840286255,0.0,0.27999934554100037,0.001654846011660993,0.0,0.0004633571079466492
15,0.9018190503120422,0.0,0.3000008761882782,0.0013606621650978923,0.0,0.00040819900459609926,0.8500601053237915,0.0,0.3000006079673767,0.00173037382774055,0.0,0.0005191119853407145
16,0.9051505923271179,0.0,0.32000407576560974,0.0013383796904236078,0.0,0.0004282819281797856,0.854567289352417,0.0,0.3199997544288635,0.0018146526999771595,0.0,0.0005806888220831752
17,0.9032182693481445,0.0,0.3399971127510071,0.0013154038460925221,0.0,0.00044723725295625627,0.8533653616905212,0.0,0.33999863266944885,0.001787569490261376,0.0,0.0006077735451981425
18,0.9053171873092651,0.0,0.35999685525894165,0.001293279230594635,0.0,0.00046558011672459543,0.8462539911270142,0.0,0.36000049114227295,0.0017988845938816667,0.0,0.000647598470095545
19,0.9035181403160095,0.0,0.3800027072429657,0.0012884601019322872,0.0,0.0004896146710962057,0.8604767918586731,0.0,0.37999892234802246,0.0016984021058306098,0.0,0.0006453932146541774
20,0.9053505063056946,0.0,0.3999963402748108,0.0012585254153236747,0.0,0.0005034099449403584,0.8516626358032227,0.0,0.40000104904174805,0.0017935183132067323,0.0,0.0007174069760367274
21,0.9058502316474915,0.0,0.42000365257263184,0.0012574453139677644,0.0,0.0005281266639940441,0.8608773946762085,0.0,0.4199986457824707,0.0016985151451081038,0.0,0.0007133763283491135
22,0.9057835936546326,0.0,0.4400019645690918,0.001238513388670981,0.0,0.000544946116860956,0.8314303159713745,0.0,0.4400010108947754,0.002030017552897334,0.0,0.0008932074997574091
23,0.9063499569892883,0.0,0.4599982798099518,0.00121914385817945,0.0,0.0005608056671917439,0.8595753312110901,0.0,0.46000000834465027,0.0016449299873784184,0.0,0.0007566679851152003
24,0.907416045665741,0.0,0.4800039231777191,0.0012190239503979683,0.0,0.000585131230764091,0.8586738705635071,0.0,0.4800006151199341,0.001577148330397904,0.0,0.0007570309680886567
