epoch,accuracy,loss,val_accuracy,val_loss
1,0.34728883559818813,1.1106974737077984,0.37869704236610713,1.0920106469632718
2,0.3719024780175859,1.0906133047434976,0.3364308553157474,1.1100781499006498
3,0.40121236344257927,1.0768809154137762,0.4075739408473221,1.083076684810102
4,0.42509325872635223,1.0630333002763814,0.37569944044764186,1.0917436634770596
5,0.4373168132160938,1.0547285693775985,0.3376298960831335,1.17409852308968
6,0.4493738342659206,1.0453076426721355,0.410171862509992,1.0862591259014873
7,0.4565347721822542,1.038905175603109,0.4345523581135092,1.0372646829952448
8,0.459798827604583,1.032016825371276,0.4697242206235012,1.0326963499331245
9,0.4756861177724487,1.02195571697812,0.44034772182254195,1.0511113559476102
10,0.4773181454836131,1.0169164070560022,0.43605115907274183,1.0881593968159855
11,0.4846789235278444,1.0063420124709035,0.43904876099120704,1.0390998441190384
12,0.49480415667466027,0.9978750010394949,0.44364508393285373,1.0740772729483656
13,0.5030642152944311,0.9902251286628528,0.4150679456434852,1.1126678665986838
14,0.5059952038369304,0.9853675501922957,0.48371302957633894,1.0046644538355332
15,0.5203170796695976,0.9702731511844233,0.4305555555555556,1.33653559871375
16,0.5208166799893419,0.9679557304031933,0.49890087929656274,0.9868034284335737
17,0.5266786570743405,0.9591285365458113,0.3471223021582734,2.3141548306035538
18,0.5333733013589129,0.9526783216494722,0.5025979216626698,0.9707601832124753
19,0.5399347188915534,0.9447869749241871,0.5303756994404476,0.9548703559671348
20,0.5404343192112976,0.9400738957590951,0.5071942446043165,0.9685983368383048
21,0.5491606714628298,0.9333695265939568,0.5416666666666666,0.9389399724265638
22,0.5542565947242206,0.9224676719615762,0.5050959232613909,0.9657102143421722
23,0.5551558752997602,0.920710719685458,0.4294564348521183,1.1316742649474465
24,0.5611510791366906,0.915754915997624,0.5158872901678657,0.9672913077159431
25,0.561550759392486,0.9120927475257931,0.48940847322142284,1.0203839654739673
26,0.5642819078070876,0.9086558324333451,0.48990807354116706,1.017236300931571
27,0.570943245403677,0.8988854579143504,0.5476618705035972,0.9295789768901496
28,0.5671462829736211,0.8996804774251863,0.4118705035971223,1.304271220399168
29,0.5698774313882228,0.8966308915957856,0.48081534772182255,1.0907652749421117
30,0.5701438848920863,0.8933949631750902,0.4632294164668265,1.0617011334187687
31,0.5780042632560618,0.8861099608536092,0.4890087929656275,1.0560678112240265
32,0.5762390087929656,0.8841127541880257,0.4416466826538769,1.6913089165672326
33,0.5819344524380495,0.8785448689430285,0.37250199840127896,1.3481400618537926
34,0.5805355715427658,0.8785984353643382,0.5686450839328537,0.9066219746876067
35,0.5879629629629629,0.8728363077226665,0.5019984012789768,1.0088777144115193
36,0.5858313349320543,0.8708279839338967,0.5879296562749801,0.8778971408883603
37,0.5870969890754063,0.8703046919692693,0.5807354116706634,0.879372818020586
38,0.592925659472422,0.8647752425795038,0.5430655475619505,0.9587186746323071
39,0.5918598454569678,0.8637256173534007,0.5775379696243006,0.871854410765651
40,0.5938915534239275,0.8596101984048423,0.5161870503597122,0.972933931091723
41,0.5937916333599786,0.8588721125651473,0.483013589128697,1.0550621319502687
42,0.5982214228617106,0.851559113580198,0.5892286171063149,0.8707921489739952
43,0.5980881961097788,0.8495999347414579,0.5685451638689049,0.9154692044654212
44,0.6019517719158007,0.8475002079599073,0.579136690647482,0.8903926555721905
45,0.6073141486810552,0.8447012616930424,0.603617106314948,0.8387227113635395
46,0.6053157474020784,0.8452483021413175,0.5700439648281375,0.9121168008246742
47,0.6060818012256861,0.8426565188950244,0.4985011990407674,1.0172806793508438
48,0.604916067146283,0.8420557752965738,0.5550559552358113,0.949299555997879
49,0.6105782041033839,0.8381270869725301,0.5163868904876099,1.088057203224292
50,0.6090794031441513,0.8362127627554539,0.6048161470823341,0.8530512415943816
