analysis_mode,language,feature,n_emergency,n_normal,mean_emergency,mean_normal,cohens_d,ci_low,ci_high
main,Italian,spectral_bandwidth,1000,986,728.049000333709,632.1079951083175,0.4583336358143204,0.35802602767944336,0.5563300251960754
main,Italian,low_band_ratio,1000,986,0.49517846919833897,0.5605506503316602,-0.34041655660962616,-0.41823360323905945,-0.24391981959342957
main,Italian,mid_band_ratio,1000,986,0.4345731630694779,0.3971092122596712,0.20903535695364442,0.11080561578273773,0.2952350676059723
main,Italian,high_band_ratio,1000,986,0.07023972139358134,0.04233631514834184,0.4151283959594016,0.33238157629966736,0.5021162033081055
main,Italian,pitch_mean,1000,986,202.68362326224545,173.92896362674617,0.5866694460145015,0.5059623718261719,0.6728159785270691
main,Italian,pitch_std,1000,986,78.61881408491303,76.09901128130643,0.10123620084750513,0.007067103870213032,0.18304160237312317
main,Italian,energy_env_slope,1000,986,-2.37027859522371,-1.891608436218595,-0.1481765573573202,-0.2285727709531784,-0.06371021270751953
main,Italian,energy_env_std,1000,986,3.4736723027154803,1.7550882475481806,0.8092308604085238,0.724640965461731,0.8931548595428467
main,Italian,spectral_rolloff,1000,986,1618.2961159343697,1410.824260033344,0.36876691850126214,0.28305134177207947,0.45959821343421936
main,Italian,zcr,1000,986,0.14525142823939194,0.12989066060195237,0.3224398469378145,0.23944704234600067,0.4025280773639679
main,Italian,harmonic_ratio,1000,986,0.4210351647668464,0.48456590685191214,-0.31183739016234896,-0.40324437618255615,-0.2329087257385254
main,Italian,pause_ratio,1000,986,0.3037111429824506,0.3141477187126157,-0.16379458881517986,-0.24771560728549957,-0.08555855602025986
main,Italian,tempo_proxy,1000,986,4.985164137553044,5.177832866449194,-0.1794457025328878,-0.26138147711753845,-0.09067251533269882
main,Italian,pitch_energy_corr,1000,986,0.16937281423623926,0.07744930113320093,0.529258592716142,0.44751065969467163,0.6222921013832092
