epoch,accuracy,loss,val_accuracy,val_loss
1,0.3613109512390088,1.1015578826395467,0.3638089528377298,1.0962034488638368
2,0.4255595523581135,1.0574553055377307,0.44324540367705834,1.025510629906822
3,0.5053290700772716,0.9848834819560107,0.5302757793764988,0.9474098701446582
4,0.5548228084199307,0.9150968498061386,0.5247801758593126,0.9408817068456461
5,0.5865307753796962,0.8631034781630682,0.5826338928856915,0.8509070726629263
6,0.6165401012523315,0.8161218049554144,0.607414068745004,0.8200709737908726
7,0.6366573407940315,0.7830509220639738,0.573541167066347,0.9005172233612012
8,0.6510791366906474,0.7575071886959421,0.5484612310151878,0.9992200486576215
9,0.667066346922462,0.7335064822492509,0.5396682653876899,1.0233458891844216
10,0.6768918198774314,0.7136674405921636,0.628197442046363,0.7840307597725537
11,0.6855182520650147,0.6952493782368457,0.676458832933653,0.7196901657710821
12,0.6954103383959499,0.6807175239625449,0.6109112709832134,0.8528390141150441
13,0.7043032240873968,0.6637274343936969,0.7174260591526779,0.6362786792908994
14,0.7130628830269118,0.6507130176051102,0.6610711430855316,0.7327030608638788
15,0.7226885158539835,0.633540069714141,0.7200239808153477,0.6323064818930703
16,0.7237210231814548,0.6294877430755363,0.5670463629096723,1.0664424006931317
17,0.7316813216093792,0.6136133572100577,0.7234212629896083,0.6209836144226427
18,0.7388422595257128,0.6036011429069141,0.7398081534772182,0.5979524852749639
19,0.7436717292832401,0.5921851950077711,0.5417665867306155,1.009535578302682
20,0.7479016786570744,0.5845543275308558,0.7281175059952039,0.6141710451807076
21,0.7549293898214762,0.5697786329399409,0.6955435651478817,0.7090805956540397
22,0.7539301891819877,0.5685852005268438,0.4944044764188649,1.2948248811042347
23,0.7603250732747135,0.5572256851183593,0.6907474020783373,0.6943993101866481
24,0.7635558220090595,0.5479274056336115,0.7022382094324541,0.7243383765791933
25,0.7674527045030642,0.537514251038924,0.7744804156674661,0.5380376084639241
26,0.77328137490008,0.5341906161925283,0.6816546762589928,0.7724953216676134
27,0.7770783373301359,0.5234503178392101,0.7702837729816147,0.5410334124161412
28,0.779509725552891,0.5165899979611175,0.7677857713828937,0.5440571813728101
29,0.7846389555022648,0.5094198542503249,0.7742805755395683,0.5175269253718586
30,0.7863042899014122,0.501962728361987,0.7610911270983214,0.5567108813090066
31,0.7886357580602185,0.49575706821280163,0.6480815347721822,0.9665854624665964
32,0.7923994138022915,0.4909146733113879,0.7360111910471623,0.6331165073969113
33,0.7951638689048761,0.4831646049714571,0.7759792166266987,0.5297974846043145
34,0.7960298427924327,0.4859059491255286,0.7432054356514788,0.6020539495320366
35,0.7983946176392219,0.47730076360626345,0.8019584332533973,0.47974467863099646
36,0.7993272049027444,0.4723670873810816,0.780775379696243,0.5255155628100752
37,0.8032240873967492,0.46778585061161154,0.7962629896083133,0.4837598422655282
38,0.8051225686117772,0.4603789669637101,0.7341127098321343,0.6049066614419126
39,0.8044231281641353,0.46126307983494924,0.664568345323741,0.8745856036583837
40,0.8097188915534239,0.45300791635553933,0.6789568345323741,0.7903224545926713
41,0.810884625632827,0.4512305339209188,0.745603517186251,0.5796042298927856
42,0.8131161737276845,0.4466128342797835,0.7779776179056754,0.5494056257862634
43,0.8144817479349853,0.44444913392503677,0.7542965627498002,0.5761770852171956
44,0.8161470823341327,0.4386070336872777,0.7378097521982414,0.6679420999159067
45,0.8177458033573142,0.436829400916323,0.7564948041566747,0.6323533176233213
