epoch,accuracy,loss,val_accuracy,val_loss
1,0.7235807776451111,0.6193973422050476,0.8273237347602844,0.4188902974128723
2,0.8702025413513184,0.32514944672584534,0.8909254670143127,0.2856280505657196
3,0.9047175049781799,0.23540803790092468,0.8990384340286255,0.2602483630180359
4,0.9266058206558228,0.18728119134902954,0.9080528616905212,0.2247854620218277
5,0.9405650496482849,0.15328699350357056,0.9157652258872986,0.24176661670207977
6,0.9476945400238037,0.13192297518253326,0.9242788553237915,0.2034047693014145
7,0.9547574520111084,0.11248672753572464,0.9250801205635071,0.20153655111789703
8,0.96232008934021,0.09406343847513199,0.9268830418586731,0.21446259319782257
9,0.9676172733306885,0.08141911774873734,0.9244791865348816,0.23503707349300385
10,0.972914457321167,0.06834639608860016,0.9315905570983887,0.20696507394313812
11,0.9753465056419373,0.060572292655706406,0.9334936141967773,0.21172501146793365
12,0.978244960308075,0.05440288037061691,0.9299879670143127,0.2173081487417221
13,0.9792777299880981,0.05322291702032089,0.9351963400840759,0.2083180695772171
14,0.9821761846542358,0.04481641203165054,0.9246794581413269,0.26083528995513916
15,0.9842417240142822,0.040298886597156525,0.9342948794364929,0.23327971994876862
16,0.9867737293243408,0.03549502417445183,0.9307892918586731,0.2512030005455017
17,0.9853411316871643,0.03647872433066368,0.9311898946762085,0.29142317175865173
18,0.9872401356697083,0.032746896147727966,0.9156650900840759,0.30637869238853455
19,0.9882062673568726,0.030414143577218056,0.9412059187889099,0.24445223808288574
20,0.9905716776847839,0.02556944265961647,0.9339944124221802,0.2645842432975769
21,0.9908715486526489,0.024321647360920906,0.9366987347602844,0.28264838457107544
22,0.9903051853179932,0.025716539472341537,0.9369992017745972,0.323045939207077
23,0.990505039691925,0.02451901324093342,0.9340945482254028,0.3012308180332184
24,0.99080491065979,0.02288665995001793,0.9346955418586731,0.30583757162094116
25,0.9925373196601868,0.020661169663071632,0.9217748641967773,0.3411882221698761
26,0.9929370880126953,0.020605027675628662,0.9322916865348816,0.310026079416275
27,0.9935367703437805,0.017817603424191475,0.9370993375778198,0.2690467834472656
28,0.9936034083366394,0.018215961754322052,0.9351963400840759,0.2922089993953705
29,0.9925706386566162,0.02086465433239937,0.9379006624221802,0.2644878029823303
