epoch,accuracy,loss,val_accuracy,val_loss
1,0.458566480149214,1.0231068751301629,0.5091926458832934,1.0081873149536669
2,0.6040833999467093,0.8313900944206535,0.5461630695443646,0.9343389640220057
3,0.6608713029576339,0.7384108817551971,0.6146083133493205,0.8305269698746288
4,0.6946442845723422,0.681693688622171,0.6611710631494804,0.7412235803497486
5,0.7227884359179323,0.6340328187099534,0.6936450839328537,0.6897572683640563
6,0.7455035971223022,0.5909929469751474,0.707933653077538,0.6724371311192314
7,0.7598920863309353,0.5631909349475044,0.5945243804956035,1.1298715602666045
8,0.7666866506794564,0.5484942451389199,0.7339128697042366,0.6081111989082238
9,0.7764455102584599,0.5221371070994609,0.750599520383693,0.5772670389364322
10,0.7848721023181455,0.5054674915675792,0.7699840127897681,0.5405567126533094
11,0.7892352784439115,0.4947509167991634,0.768784972022382,0.5374482069343043
12,0.7973621103117506,0.48114130462701327,0.7361111111111112,0.6041878923630943
13,0.8007260857980283,0.47275090166808953,0.7640887290167866,0.5510842653509146
14,0.8064881428190781,0.4622722781631258,0.704736211031175,0.7135883394521646
15,0.8076871835864642,0.45641856495374306,0.7875699440447642,0.5016492585214182
16,0.8149813482547296,0.44737129533887543,0.7768784972022382,0.5319822189716485
17,0.8151811883826272,0.43794346344483676,0.7726818545163869,0.5395581924115507
18,0.8190114575006662,0.4325537180430846,0.7699840127897681,0.554509880491339
19,0.8220756727950973,0.42204193296396947,0.7573940847322143,0.5523110085878128
20,0.824173994138023,0.4201721115646779,0.7708832933653078,0.5639923534359033
21,0.830369038102851,0.4090003295066639,0.7827737809752199,0.5094028342836581
22,0.8321342925659473,0.4055382749333549,0.7251199040767387,0.6757402460034282
23,0.8319677591260325,0.400643274743463,0.7859712230215827,0.5209000106817617
24,0.8377631228350653,0.3918512398505998,0.7797761790567546,0.5279154834655908
25,0.8396616040500933,0.38737058429259713,0.794664268585132,0.5053518414973451
26,0.8418598454569678,0.38263524032502383,0.7534972022382095,0.571820314318989
27,0.8394617639221956,0.38359798511631066,0.7890687450039968,0.4993469570391475
28,0.8445243804956035,0.3745146802407357,0.8158473221422862,0.4453504603034772
29,0.8466227018385292,0.368778862027378,0.8087529976019184,0.4659811941484293
30,0.8476552091660006,0.36898330717294997,0.7870703437250199,0.5158503313129321
31,0.8474886757260858,0.3669384504500796,0.8251398880895284,0.42959420963788564
32,0.8507194244604317,0.3602141261783144,0.7778776978417267,0.5472147578058152
33,0.8523181454836131,0.3600517650143788,0.8095523581135092,0.46329479367016985
34,0.8533173461231015,0.3554512798246611,0.8062549960031974,0.4857725369663665
35,0.8544497735145217,0.35161526843159596,0.8155475619504396,0.44344793983732167
36,0.8556821209698907,0.3479445691481312,0.7950639488409272,0.4878885029984739
37,0.8594790833999467,0.34228257135080453,0.8343325339728217,0.4225034304320241
38,0.8595123900879297,0.3405884127583874,0.8154476418864908,0.44918789002842036
39,0.8564481747934986,0.33941281206818563,0.8223421262989609,0.4312551908504468
40,0.8622768451905143,0.33373593251767375,0.7330135891286971,0.7187816616350089
41,0.864341859845457,0.33223945184098014,0.7963629096722622,0.49034270801292823
42,0.8631095123900879,0.33291327767669204,0.7446043165467626,0.636214126698887
43,0.8640420996536105,0.3295903312591826,0.7768784972022382,0.551778904450968
44,0.8655409006128431,0.3247137950441708,0.8447242206235012,0.3843957234781009
45,0.866873168132161,0.32308913810184586,0.8141486810551559,0.4827841732163018
46,0.8696376232347456,0.3177389219498482,0.8294364508393285,0.4222922685047308
47,0.8700373034905409,0.3191747526787975,0.8214428457234213,0.45355041344135333
48,0.8701039168665068,0.3144467040991631,0.8386290967226219,0.3980042985357796
49,0.8699040767386091,0.3190605562811081,0.7808752997601919,0.5625282261318292
50,0.8694710897948308,0.3193201872423942,0.8299360511590728,0.4151796799022169
