epoch,accuracy,loss,val_accuracy,val_loss
1,0.7098547220230103,0.6422439217567444,0.8361378312110901,0.41008085012435913
2,0.863106369972229,0.33721262216567993,0.8775039911270142,0.31422075629234314
3,0.9031183123588562,0.247331902384758,0.8928285241127014,0.2746770977973938
4,0.9213752746582031,0.19698987901210785,0.91015625,0.22402378916740417
5,0.9362339973449707,0.16430222988128662,0.9141626358032227,0.22955577075481415
6,0.9461620450019836,0.1361842006444931,0.9145632982254028,0.2193804532289505
7,0.9553571343421936,0.11370773613452911,0.9214743375778198,0.214742973446846
8,0.9616204500198364,0.09670483320951462,0.9132612347602844,0.23421040177345276
9,0.9675506353378296,0.08390899747610092,0.9285857081413269,0.20872746407985687
10,0.9707156419754028,0.07304507493972778,0.9254807829856873,0.214812770485878
11,0.9766457676887512,0.06095663830637932,0.9323918223381042,0.23545582592487335
12,0.978244960308075,0.05521616339683533,0.9297876358032227,0.2303122729063034
13,0.9790111780166626,0.05344803258776665,0.9277844429016113,0.26691120862960815
14,0.9831089973449707,0.044310443103313446,0.9253805875778198,0.28364479541778564
15,0.9841417670249939,0.040559448301792145,0.9319911599159241,0.24317127466201782
16,0.9834755063056946,0.042794905602931976,0.9349960088729858,0.25305038690567017
17,0.9874400496482849,0.03360029309988022,0.9356971383094788,0.22740279138088226
18,0.9877398610115051,0.031395819038152695,0.9393028616905212,0.23698674142360687
19,0.98927241563797,0.030155465006828308,0.9289863705635071,0.311828076839447
20,0.9883062243461609,0.0310884527862072,0.9396033883094788,0.2322898507118225
21,0.9891724586486816,0.02889314666390419,0.9351963400840759,0.26062479615211487
22,0.9906049966812134,0.024566875770688057,0.9355969429016113,0.2583411633968353
23,0.9925373196601868,0.02058338187634945,0.9332932829856873,0.27886635065078735
24,0.990138590335846,0.026783481240272522,0.9331930875778198,0.3075747489929199
25,0.9917710423469543,0.021470053121447563,0.9324919581413269,0.2879186272621155
26,0.9930703639984131,0.020089633762836456,0.9403044581413269,0.28443068265914917
27,0.9926039576530457,0.020703166723251343,0.9315905570983887,0.31831613183021545
28,0.9930703639984131,0.019433684647083282,0.9146634340286255,0.4538964629173279
29,0.9930370450019836,0.019432812929153442,0.9403044581413269,0.2764532268047333
30,0.9943363666534424,0.015034934505820274,0.938401460647583,0.3020637333393097
31,0.9937700033187866,0.01694622077047825,0.940504789352417,0.2865409255027771
32,0.9942030906677246,0.015971723943948746,0.9327924847602844,0.37445226311683655
33,0.9935367703437805,0.01823732815682888,0.9350961446762085,0.3113580346107483
34,0.9961687326431274,0.01095088291913271,0.9434094429016113,0.2957036793231964
35,0.9957689046859741,0.01217112597078085,0.9432091116905212,0.30314239859580994
