epoch,accuracy,aux_loss,ce_loss,cls_loss,gamma_embed_weight,kd_embed,kd_logits,loss,val_accuracy,val_aux_loss,val_ce_loss,val_cls_loss,val_gamma_embed_weight,val_kd_embed,val_kd_logits,val_loss
1,0.6894989609718323,0.0,0.6781542897224426,3.3525390625,0.0,0.0,2.674386739730835,3.3525390625,0.4793669879436493,0.0,3.3284051418304443,10.667975425720215,0.0,0.0,7.339566707611084,10.667975425720215
2,0.8182302713394165,0.0,0.4524664878845215,2.3405702114105225,0.0,0.0,1.8881053924560547,2.3405702114105225,0.5185296535491943,0.0,3.7353954315185547,11.592455863952637,0.0,0.0,7.85706090927124,11.592455863952637
3,0.8476812243461609,0.0,0.3918078541755676,2.0156421661376953,0.0,0.0,1.6238356828689575,2.0156421661376953,0.5750200152397156,0.0,3.7151715755462646,11.571128845214844,0.0,0.0,7.855959415435791,11.571128845214844
4,0.8687700033187866,0.0,0.3506912887096405,1.818759799003601,0.0,0.0,1.468065857887268,1.818759799003601,0.5504807829856873,0.0,3.7059173583984375,11.428670883178711,0.0,0.0,7.722756385803223,11.428670883178711
5,0.8793976306915283,0.0,0.3179109990596771,1.6618272066116333,0.0,0.0,1.3439154624938965,1.6618272066116333,0.6039663553237915,0.0,2.8151040077209473,8.827835083007812,0.0,0.0,6.012726306915283,8.827835083007812
6,0.8898587226867676,0.0,0.2969334125518799,1.5595879554748535,0.0,0.0,1.262654185295105,1.5595879554748535,0.6315104365348816,0.0,2.876875162124634,8.926841735839844,0.0,0.0,6.049966812133789,8.926841735839844
7,0.9003198146820068,0.0,0.27473050355911255,1.4557647705078125,0.0,0.0,1.1810343265533447,1.4557647705078125,0.6404246687889099,0.0,2.2444751262664795,6.995675086975098,0.0,0.0,4.751199722290039,6.995675086975098
8,0.9061833620071411,0.0,0.2588690221309662,1.3662993907928467,0.0,0.0,1.1074306964874268,1.3662993907928467,0.6343148946762085,0.0,2.7014315128326416,8.267803192138672,0.0,0.0,5.566373825073242,8.267803192138672
9,0.910847544670105,0.0,0.24461111426353455,1.3062734603881836,0.0,0.0,1.0616627931594849,1.3062734603881836,0.6306089758872986,0.0,2.7283425331115723,8.38059139251709,0.0,0.0,5.652251243591309,8.38059139251709
10,0.9123467206954956,0.0,0.2409549504518509,1.2749130725860596,0.0,0.0,1.0339585542678833,1.2749130725860596,0.6705729365348816,0.0,2.0629115104675293,6.492383003234863,0.0,0.0,4.429473400115967,6.492383003234863
11,0.9186100959777832,0.0,0.22422562539577484,1.196553111076355,0.0,0.0,0.9723272323608398,1.196553111076355,0.6828926205635071,0.0,2.1858863830566406,6.806214809417725,0.0,0.0,4.620328903198242,6.806214809417725
12,0.9249067306518555,0.0,0.21482205390930176,1.141600489616394,0.0,0.0,0.9267784953117371,1.141600489616394,0.6722756624221802,0.0,2.168056011199951,6.794410705566406,0.0,0.0,4.6263580322265625,6.794410705566406
13,0.9267057776451111,0.0,0.20367401838302612,1.1058213710784912,0.0,0.0,0.9021478295326233,1.1058213710784912,0.6555488705635071,0.0,2.551421642303467,7.764795780181885,0.0,0.0,5.21337366104126,7.764795780181885
14,0.9272388219833374,0.0,0.2042933851480484,1.0921908617019653,0.0,0.0,0.8878968358039856,1.0921908617019653,0.6713742017745972,0.0,2.5821778774261475,7.851547718048096,0.0,0.0,5.269370079040527,7.851547718048096
15,0.9334021806716919,0.0,0.18678048253059387,1.0304006338119507,0.0,0.0,0.8436200022697449,1.0304006338119507,0.6414262652397156,0.0,3.3754467964172363,9.982698440551758,0.0,0.0,6.607251167297363,9.982698440551758
16,0.9341684579849243,0.0,0.18720126152038574,1.0145275592803955,0.0,0.0,0.8273263573646545,1.0145275592803955,0.6720753312110901,0.0,2.498628854751587,7.557354927062988,0.0,0.0,5.058730125427246,7.557354927062988
17,0.938232958316803,0.0,0.17783434689044952,0.979125440120697,0.0,0.0,0.8012917041778564,0.979125440120697,0.6829928159713745,0.0,2.2829439640045166,7.010525226593018,0.0,0.0,4.727578163146973,7.010525226593018
18,0.9377998113632202,0.0,0.1767544150352478,0.9750300049781799,0.0,0.0,0.7982755303382874,0.9750300049781799,0.65625,0.0,3.300145387649536,9.746528625488281,0.0,0.0,6.446377277374268,9.746528625488281
