epoch,accuracy,ce_loss,gamma_embed_weight,kd_embed,kd_logits,loss,val_accuracy,val_ce_loss,val_gamma_embed_weight,val_kd_embed,val_kd_logits,val_loss
1,0.8571761846542358,0.3848111033439636,0.0,0.0,1.321427345275879,1.7062383890151978,0.7532051205635071,1.1870871782302856,0.0,0.0,2.6918132305145264,3.8789000511169434
2,0.9031516313552856,0.2640671133995056,0.0,0.0,0.9650889039039612,1.2291555404663086,0.7893629670143127,0.7889569997787476,0.0,0.0,1.8560467958450317,2.645002841949463
3,0.9176105856895447,0.22167213261127472,0.0,0.0,0.8552355170249939,1.0769085884094238,0.7819511294364929,1.007543683052063,0.0,0.0,2.2685673236846924,3.276109457015991
4,0.9246401786804199,0.2100840061903,0.0,0.0,0.8180702328681946,1.0281544923782349,0.7658253312110901,1.0301949977874756,0.0,0.0,2.3360087871551514,3.3662030696868896
5,0.9277385473251343,0.1971474289894104,0.0,0.0,0.7748726010322571,0.9720209836959839,0.8202123641967773,0.731579065322876,0.0,0.0,1.7347033023834229,2.4662814140319824
6,0.932169497013092,0.18689638376235962,0.0,0.0,0.7285473942756653,0.9154443144798279,0.7859575152397156,0.9701733589172363,0.0,0.0,2.261993169784546,3.2321674823760986
7,0.9357675909996033,0.17434941232204437,0.0,0.0,0.7003337740898132,0.8746832609176636,0.7907652258872986,0.9312230348587036,0.0,0.0,2.0890491008758545,3.0202722549438477
8,0.9394989609718323,0.16625180840492249,0.0,0.0,0.6731675863265991,0.8394188284873962,0.7905648946762085,0.9418299794197083,0.0,0.0,2.0690698623657227,3.0109002590179443
9,0.9433968663215637,0.1576143503189087,0.0,0.0,0.6561018228530884,0.8137158155441284,0.7526041865348816,1.3835169076919556,0.0,0.0,2.9775257110595703,4.361043930053711
10,0.9437299966812134,0.15491993725299835,0.0,0.0,0.6332180500030518,0.7881374955177307,0.8332331776618958,0.6663548350334167,0.0,0.0,1.4920660257339478,2.1584205627441406
11,0.9478944540023804,0.14409038424491882,0.0,0.0,0.6106165051460266,0.7547069787979126,0.7546073794364929,1.1777706146240234,0.0,0.0,2.5845463275909424,3.762317419052124
12,0.9485607743263245,0.14295694231987,0.0,0.0,0.5940555930137634,0.7370131611824036,0.8108974099159241,0.7551873922348022,0.0,0.0,1.7530231475830078,2.508211374282837
13,0.9514925479888916,0.13173943758010864,0.0,0.0,0.5749375224113464,0.7066769003868103,0.7955729365348816,0.9092406034469604,0.0,0.0,2.0461366176605225,2.955378532409668
14,0.9534914493560791,0.13367241621017456,0.0,0.0,0.5647941827774048,0.6984666585922241,0.7615184187889099,1.1286722421646118,0.0,0.0,2.4680206775665283,3.596693754196167
15,0.9546241760253906,0.12675748765468597,0.0,0.0,0.5480779409408569,0.6748359203338623,0.7478966116905212,1.2955750226974487,0.0,0.0,2.7808384895324707,4.076414108276367
16,0.957289457321167,0.12125971913337708,0.0,0.0,0.5360826253890991,0.657342255115509,0.7895632982254028,0.8884974718093872,0.0,0.0,1.879760980606079,2.768258571624756
17,0.9593883156776428,0.11610784381628036,0.0,0.0,0.521967351436615,0.6380749344825745,0.7784455418586731,1.071425437927246,0.0,0.0,2.3669545650482178,3.438380718231201
18,0.9599213600158691,0.11598300188779831,0.0,0.0,0.5186209678649902,0.6346049308776855,0.7745392918586731,1.1780370473861694,0.0,0.0,2.51387095451355,3.6919074058532715
19,0.959121823310852,0.11709412187337875,0.0,0.0,0.5110504031181335,0.6281448006629944,0.8156049847602844,0.8127112984657288,0.0,0.0,1.791378140449524,2.6040890216827393
20,0.9619869589805603,0.11129310727119446,0.0,0.0,0.4985245168209076,0.60981684923172,0.7999799847602844,0.994828462600708,0.0,0.0,2.1080634593963623,3.1028902530670166
