epoch,accuracy,aux_loss,ce_loss,cls_loss,gamma_embed_weight,kd_embed,kd_logits,loss,val_accuracy,val_aux_loss,val_ce_loss,val_cls_loss,val_gamma_embed_weight,val_kd_embed,val_kd_logits,val_loss
1,0.6846348643302917,0.0,0.6864421367645264,3.2941396236419678,0.0,0.0,2.607698440551758,3.2941396236419678,0.5143229365348816,0.0,2.4053468704223633,7.996077537536621,0.0,0.0,5.590728759765625,7.996077537536621
2,0.810600996017456,0.0,0.45974987745285034,2.2728323936462402,0.0,0.0,1.8130813837051392,2.2728323936462402,0.5430688858032227,0.0,2.806304454803467,8.999847412109375,0.0,0.0,6.193541526794434,8.999847412109375
3,0.8494136333465576,0.0,0.38559016585350037,1.9067331552505493,0.0,0.0,1.5211422443389893,1.9067331552505493,0.5965544581413269,0.0,1.8937920331954956,6.253439426422119,0.0,0.0,4.359648704528809,6.253439426422119
4,0.8693363666534424,0.0,0.34614837169647217,1.7178407907485962,0.0,0.0,1.3716915845870972,1.7178407907485962,0.6287059187889099,0.0,1.5203814506530762,5.093182563781738,0.0,0.0,3.5728023052215576,5.093182563781738
5,0.8848947286605835,0.0,0.30852726101875305,1.5428417921066284,0.0,0.0,1.2343145608901978,1.5428417921066284,0.6039663553237915,0.0,2.59403920173645,8.158584594726562,0.0,0.0,5.5645432472229,8.158584594726562
6,0.8949227333068848,0.0,0.2809763550758362,1.4106782674789429,0.0,0.0,1.1297026872634888,1.4106782674789429,0.6509414911270142,0.0,1.8775964975357056,5.958954334259033,0.0,0.0,4.081355571746826,5.958954334259033
7,0.9006530046463013,0.0,0.26632410287857056,1.3335236310958862,0.0,0.0,1.0671998262405396,1.3335236310958862,0.6391226053237915,0.0,2.117215394973755,6.767862796783447,0.0,0.0,4.6506476402282715,6.767862796783447
8,0.9080490469932556,0.0,0.24757033586502075,1.2449212074279785,0.0,0.0,0.9973503947257996,1.2449212074279785,0.6777844429016113,0.0,1.5766297578811646,5.019117832183838,0.0,0.0,3.4424870014190674,5.019117832183838
9,0.9138792753219604,0.0,0.23391810059547424,1.1834981441497803,0.0,0.0,0.9495803117752075,1.1834981441497803,0.6256009340286255,0.0,2.1842715740203857,6.896496295928955,0.0,0.0,4.712222099304199,6.896496295928955
10,0.9188432693481445,0.0,0.22651739418506622,1.1447422504425049,0.0,0.0,0.9182242155075073,1.1447422504425049,0.6023637652397156,0.0,2.766247034072876,8.64764404296875,0.0,0.0,5.88140344619751,8.64764404296875
