intent,support,precision,recall,f1
emergency,542,0.9059139784946236,0.6217712177121771,0.737417943107221
movement,520,0.7018927444794952,0.8557692307692307,0.7712305025996534
unknown,400,0.7346491228070176,0.8375,0.7827102803738317
